Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,Weekly Wages,Annual Wages,Cluster
Luka Romero,ARG,FW,Lazio,Serie A,17,2004,6,1,151.0,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4.0,4.0,21.0,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,10724,557665,1
Oriol Romeu,ESP,MF,Southampton, Premier League,30,1991,1,1,74.0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54673,2842998,1
Cristiano Ronaldo,POR,FW,Manchester Utd, Premier League,37,1985,10,4,525.0,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9.0,12.0,33.0,0.17,0.0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,654569,34037573,1
Connor Ronan,IRL,MF,Wolves, Premier League,24,1998,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3813,198277,1
Salomón Rondón,VEN,FW,Everton, Premier League,32,1989,7,1,109.0,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79,101681,5287390,1
Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,36,34,3032.0,33.7,1,2,3,1,0,0,8,0,1.7,1.7,2.7,4.4,57.0,238.0,72.0,0.03,0.06,0.09,0.03,0.09,0.05,0.08,0.13,0.05,0.13,83271,4330104,2
Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,35,34,2964.0,32.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,18.0,171.0,23.0,0.09,0.03,0.12,0.09,0.12,0.03,0.06,0.09,0.03,0.09,38902,2022902,2
Pablo Rosario,NED,MF,Nice,Ligue 1,25,1997,31,17,1767.0,19.6,0,1,1,0,0,0,6,0,0.9,0.9,1.8,2.7,18.0,112.0,42.0,0.0,0.05,0.05,0.0,0.05,0.05,0.09,0.14,0.05,0.14,8201,426450,0
Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,1,0,4.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995,207758,1
Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,2,0,26.0,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,1682,87477,1
Joe Rothwell, ENG,MF,Bournemouth, Premier League,27,1995,20,12,1016.0,11.3,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,12.0,33.0,12.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.1,0.01,0.1,10168,528739,0
Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,37,37,3314.0,36.8,2,1,3,2,0,0,4,1,3.3,3.3,0.8,4.1,10.0,136.0,6.0,0.05,0.03,0.08,0.05,0.08,0.09,0.02,0.11,0.09,0.11,1893,98411,2
Jérôme Roussillon,FRA,MF,Wolfsburg,Bundesliga,29,1993,4,0,22.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,60561,3149167,1
Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,29,27,2448.0,27.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,23.0,135.0,5.0,0.07,0.04,0.11,0.07,0.11,0.07,0.04,0.11,0.07,0.11,48575,2525894,2
Ruan,BRA,DF,Sassuolo,Serie A,23,1999,23,21,1711.0,19.0,0,0,0,0,0,0,13,3,0.5,0.5,0.0,0.5,6.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,10304,535796,0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,33,26,2415.0,26.8,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,21.0,59.0,10.0,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07,306590,15942656,2
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,22,6,794.0,8.8,0,1,1,0,0,0,3,0,0.2,0.2,0.8,0.9,7.0,42.0,7.0,0.0,0.11,0.11,0.0,0.11,0.02,0.09,0.11,0.02,0.11,92524,4811227,1
Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,9,6,564.0,6.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,136262,7085625,1
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,20,2002,15,8,829.0,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22.0,55.0,65.0,0.0,0.11,0.11,0.0,0.11,0.06,0.1,0.16,0.06,0.16,1472,76542,1
Mário Rui,POR,DF,Napoli,Serie A,31,1991,22,21,1749.0,19.4,0,6,6,0,0,0,2,1,0.6,0.6,4.0,4.6,52.0,153.0,97.0,0.0,0.31,0.31,0.0,0.31,0.03,0.2,0.24,0.03,0.24,81799,4253562,0
Aitor Ruibal,ESP,DF,Betis,La Liga,26,1996,26,15,1454.0,16.2,0,0,0,0,0,0,4,1,0.8,0.8,2.1,3.0,38.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,12617,656076,0
Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,1,1,62.0,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,65608,1
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,27,21,1892.0,21.0,3,2,5,3,0,0,0,0,2.8,2.8,2.1,4.9,32.0,128.0,86.0,0.14,0.1,0.24,0.14,0.24,0.13,0.1,0.23,0.13,0.23,191145,9939557,0
Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,10,5,560.0,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,31542,1640191,1
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14,14,1260.0,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113972,5926556,0
Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313,120281,1
Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,3,2,145.0,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13668,710749,1
Georginio Rutter,FRA,FW,Leeds United, Premier League,20,2002,11,1,273.0,3.0,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,5.0,6.0,21.0,0.0,0.33,0.33,0.0,0.33,0.13,0.1,0.22,0.13,0.22,12617,656076,1
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,13,12,1037.0,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,11355,590469,0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29,29,2610.0,29.0,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,14720,765422,2
José Sá,POR,GK,Wolves, Premier League,29,1993,36,36,3240.0,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31775,1652309,2
Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,23,19,1680.0,18.7,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.3,41.0,72.0,64.0,0.05,0.05,0.11,0.05,0.11,0.02,0.04,0.07,0.02,0.07,17874,929442,0
Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,15,8,638.0,7.1,2,0,2,2,0,0,1,1,0.9,0.9,0.0,1.0,5.0,20.0,30.0,0.28,0.0,0.28,0.28,0.28,0.13,0.01,0.14,0.13,0.14,1893,98411,1
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,25,1996,18,12,1069.0,11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7.0,49.0,54.0,0.17,0.0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,2313,120281,0
Marcel Sabitzer,AUT,MF,Manchester Utd, Premier League,28,1994,11,7,627.0,7.0,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,262851,13668258,1
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,35,29,2580.0,28.7,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,50.0,76.0,70.0,0.03,0.1,0.14,0.03,0.14,0.03,0.04,0.07,0.03,0.07,2944,153084,2
Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,3,3,240.0,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,25234,1312153,1
Wesley Saïd,FRA,FW,Lens,Ligue 1,27,1995,21,6,644.0,7.2,5,0,5,5,0,0,2,0,3.3,3.3,0.9,4.2,19.0,26.0,67.0,0.7,0.0,0.7,0.7,0.7,0.46,0.13,0.59,0.46,0.59,9042,470188,1
Allan Saint-Maximin,FRA,FW,Newcastle Utd, Premier League,25,1997,25,12,1120.0,12.4,1,5,6,1,0,0,1,0,1.6,1.6,4.6,6.2,93.0,69.0,111.0,0.08,0.4,0.48,0.08,0.48,0.13,0.37,0.5,0.13,0.5,88971,4626466,0
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,9,7,534.0,5.9,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.2,5.0,14.0,36.0,0.17,0.17,0.34,0.17,0.34,0.07,0.13,0.2,0.07,0.2,7570,393646,1
Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,8,1,240.0,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5.0,17.0,18.0,0.75,0.0,0.75,0.0,0.0,0.64,0.08,0.72,0.05,0.13,3259,169486,1
Bukayo Saka, ENG,FW,Arsenal, Premier League,20,2001,38,37,3181.0,35.3,14,11,25,12,2,3,6,0,11.2,9.1,8.5,17.6,179.0,109.0,520.0,0.4,0.31,0.71,0.34,0.65,0.32,0.24,0.56,0.26,0.5,88971,4626466,2
Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,27,18,1658.0,18.4,1,2,3,1,0,0,1,0,1.7,1.7,3.2,4.9,43.0,135.0,75.0,0.05,0.11,0.16,0.05,0.16,0.09,0.17,0.27,0.09,0.27,5678,295234,0
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,15,7,763.0,8.5,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,0.0,33.0,2.0,0.12,0.0,0.12,0.12,0.12,0.06,0.02,0.08,0.06,0.08,9463,492057,1
Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,6,1,112.0,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,15561,809161,1
Mohamed Salah,EGY,FW,Liverpool, Premier League,30,1992,38,37,3290.0,36.6,19,12,31,17,2,4,2,0,21.7,18.5,7.7,26.2,120.0,149.0,421.0,0.52,0.33,0.85,0.47,0.79,0.59,0.21,0.8,0.51,0.72,444853,23132331,2
Amine Salama,FRA,FW,Angers,Ligue 1,22,2000,25,12,1249.0,13.9,3,1,4,3,0,0,1,0,3.0,3.0,1.5,4.5,35.0,21.0,94.0,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33,5047,262431,0
William Saliba,FRA,DF,Arsenal, Premier League,21,2001,27,27,2415.0,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13.0,99.0,2.0,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08,50840,2643695,2
Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,65608,1
Mohammed Salisu,GHA,DF,Southampton, Premier League,23,1999,22,21,1973.0,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5.0,82.0,4.0,0.0,0.05,0.05,0.0,0.05,0.07,0.03,0.1,0.07,0.1,31775,1652309,0
Roland Sallai,HUN,MF,Freiburg,Bundesliga,25,1997,19,10,1002.0,11.1,1,3,4,1,0,0,6,0,2.6,2.6,1.3,3.9,22.0,17.0,71.0,0.09,0.27,0.36,0.09,0.36,0.24,0.11,0.35,0.24,0.35,11776,612338,0
Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,32,31,2646.0,29.4,1,0,1,1,0,0,5,1,1.2,1.2,0.4,1.6,24.0,121.0,9.0,0.03,0.0,0.03,0.03,0.03,0.04,0.02,0.05,0.04,0.05,13879,721684,2
Salvi,ESP,FW,Rayo Vallecano,La Liga,31,1991,24,4,490.0,5.4,0,0,0,0,0,0,2,0,0.8,0.8,0.7,1.4,27.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.26,0.14,0.26,6308,328038,1
Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,37,19,1848.0,20.5,5,4,9,5,0,0,1,0,2.4,2.4,3.7,6.1,34.0,100.0,65.0,0.24,0.19,0.44,0.24,0.44,0.12,0.18,0.3,0.12,0.3,10724,557665,0
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,34,30,2665.0,29.6,12,3,15,10,2,2,6,2,10.6,9.1,2.1,11.2,51.0,56.0,179.0,0.41,0.1,0.51,0.34,0.44,0.36,0.07,0.43,0.31,0.38,15981,831030,2
Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37,37,3330.0,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25234,1312153,2
Albert Sambi Lokonga,BEL,MF,Arsenal, Premier League,22,1999,6,2,198.0,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,63550,3304619,1
Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,22,7,697.0,7.7,0,1,1,0,0,0,3,0,0.6,0.6,1.6,2.2,23.0,27.0,38.0,0.0,0.13,0.13,0.0,0.13,0.08,0.21,0.29,0.08,0.29,40374,2099444,1
Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,33,24,1844.0,20.5,0,1,1,0,0,0,14,0,0.3,0.3,0.8,1.1,1.0,45.0,11.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.05,0.02,0.05,15140,787292,0
Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,33,28,2433.0,27.0,12,4,16,11,1,1,4,0,9.3,8.5,3.0,11.5,17.0,46.0,139.0,0.44,0.15,0.59,0.41,0.55,0.34,0.11,0.45,0.32,0.42,62243,3236643,2
Leandro Sanca,GNB,FW,Spezia,Serie A,22,2000,4,0,32.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5467,284300,1
Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,36,32,2532.0,28.1,10,2,12,8,2,2,6,1,7.6,6.0,4.2,10.2,91.0,159.0,156.0,0.36,0.07,0.43,0.28,0.36,0.27,0.15,0.42,0.21,0.36,12617,656076,2
Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,23,6,717.0,8.0,2,0,2,2,0,0,1,0,1.1,1.1,1.7,2.8,30.0,56.0,25.0,0.25,0.0,0.25,0.25,0.25,0.14,0.21,0.35,0.14,0.35,136262,7085625,1
Alexis Sánchez,CHI,FW,Marseille,Ligue 1,33,1988,35,32,2679.0,29.8,14,3,17,12,2,3,3,0,12.6,10.2,5.8,16.0,42.0,127.0,232.0,0.47,0.1,0.57,0.4,0.5,0.42,0.2,0.62,0.34,0.54,121332,6309268,2
Antonio Sánchez,ESP,MF,Mallorca,La Liga,25,1997,32,11,1076.0,12.0,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,22.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,8201,426450,0
Davinson Sánchez,COL,DF,Tottenham, Premier League,26,1996,18,8,858.0,9.5,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,82615,4296004,1
Iván Sánchez,ESP,MF,Valladolid,La Liga,29,1992,25,13,1154.0,12.8,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.4,58.0,65.0,61.0,0.08,0.08,0.16,0.08,0.16,0.06,0.12,0.19,0.06,0.19,22710,1180937,0
Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,32,28,2392.0,26.6,1,0,1,1,0,0,11,0,0.7,0.7,0.1,0.8,21.0,74.0,5.0,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,13879,721684,2
Manuel Sánchez,ESP,DF,Osasuna,La Liga,21,2000,31,22,2124.0,23.6,0,2,2,0,0,0,3,0,0.8,0.8,2.1,2.8,42.0,100.0,105.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,26495,1377760,2
Robert Sánchez,ESP,GK,Brighton, Premier League,24,1997,23,23,2070.0,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31775,1652309,0
Jadon Sancho, ENG,FW,Manchester Utd, Premier League,22,2000,26,21,1686.0,18.7,6,3,9,6,0,0,0,0,4.2,4.2,5.0,9.2,88.0,76.0,173.0,0.32,0.16,0.48,0.32,0.48,0.22,0.27,0.49,0.22,0.49,444853,23132331,0
Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,25,21,1787.0,19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51.0,97.0,25.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,233622,12148347,0
Leroy Sané,GER,MF,Bayern Munich,Bundesliga,26,1996,32,20,2010.0,22.3,8,7,15,8,0,0,4,0,8.5,8.5,4.3,12.8,77.0,134.0,198.0,0.36,0.31,0.67,0.36,0.67,0.38,0.19,0.57,0.38,0.57,420562,21869212,0
Morgan Sanson,FRA,MF,Aston Villa, Premier League,27,1994,2,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57195,2974157,1
Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,18,8,740.0,8.2,4,2,6,4,0,0,2,0,2.8,2.8,1.0,3.7,17.0,13.0,72.0,0.49,0.24,0.73,0.49,0.73,0.34,0.12,0.45,0.34,0.45,43108,2241594,1
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,25,20,1813.0,20.1,2,0,2,2,0,0,2,0,1.1,1.1,0.7,1.8,17.0,141.0,21.0,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,33014,1716733,0
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,29,14,1208.0,13.4,4,3,7,4,0,0,4,0,2.8,2.8,3.4,6.2,56.0,56.0,125.0,0.3,0.22,0.52,0.3,0.52,0.21,0.26,0.46,0.21,0.46,26916,1399630,0
Pablo Sarabia,ESP,FW,Wolves, Premier League,30,1992,13,9,765.0,8.5,1,0,1,1,0,0,3,0,3.1,3.1,0.8,3.9,17.0,41.0,54.0,0.12,0.0,0.12,0.12,0.12,0.36,0.09,0.46,0.36,0.46,113552,5904687,1
Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,21,2000,38,23,1968.0,21.9,7,4,11,5,2,2,2,0,6.0,4.4,3.1,7.5,71.0,106.0,120.0,0.32,0.18,0.5,0.23,0.41,0.27,0.14,0.41,0.2,0.34,5678,295234,0
Jeremy Sarmiento,ECU,MF,Brighton, Premier League,20,2002,9,1,176.0,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5.0,11.0,20.0,0.0,0.51,0.51,0.0,0.51,0.17,0.11,0.28,0.17,0.28,12710,660924,1
Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,1,0,3.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39953,2077575,1
Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,13,8,716.0,8.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,5.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,151823,7894786,1
Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780,404580,1
Martin Satriano,URU,FW,Empoli,Serie A,21,2001,31,20,1705.0,18.9,2,1,3,2,0,0,4,0,3.9,3.9,1.2,5.1,29.0,22.0,127.0,0.11,0.05,0.16,0.11,0.16,0.2,0.07,0.27,0.2,0.27,13668,710749,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,30,30,2546.0,28.3,12,4,16,6,6,6,4,3,8.6,3.8,5.8,9.6,48.0,205.0,117.0,0.42,0.14,0.57,0.21,0.35,0.3,0.21,0.51,0.14,0.34,27757,1443368,2
Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,1,0,1.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6939,360842,1
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,22,22,1943.0,21.6,0,0,0,0,0,0,4,2,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,94626,4920573,0
Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,28,25,2208.0,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,3154,164019,2
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,32,29,2335.0,25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22.0,158.0,34.0,0.08,0.08,0.15,0.08,0.15,0.08,0.01,0.09,0.08,0.09,11776,612338,2
Gianluca Scamacca,ITA,FW,West Ham, Premier League,23,1999,16,11,926.0,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13.0,17.0,48.0,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,114391,5948314,1
Kevin Schade,GER,FW,Brentford, Premier League,20,2001,18,7,732.0,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24.0,15.0,57.0,0.0,0.12,0.12,0.0,0.12,0.25,0.14,0.39,0.25,0.39,5888,306169,1
András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,16,10,860.0,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,18925,984115,1
Fabian Schär,SUI,DF,Newcastle Utd, Premier League,30,1991,36,36,3206.0,35.6,1,3,4,1,0,0,7,0,4.9,4.9,3.3,8.2,27.0,139.0,32.0,0.03,0.08,0.11,0.03,0.11,0.14,0.09,0.23,0.14,0.23,50840,2643695,2
Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,19,2002,10,2,285.0,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4.0,1.0,16.0,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1,11776,612338,1
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,14,10,941.0,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49,126169,6560764,1
Kingsley Schindler,GHA,DF,Köln,Bundesliga,29,1993,29,8,1088.0,12.1,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,20.0,50.0,75.0,0.0,0.08,0.08,0.0,0.08,0.18,0.06,0.24,0.18,0.24,54042,2810194,0
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,22,16,1506.0,16.7,1,1,2,1,0,0,2,0,0.3,0.3,0.7,0.9,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,84112,4373842,0
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,2,0,14.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,65608,1
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,28,27,2252.0,25.0,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13,99253,5161134,2
Jeffrey Schlupp,GHA,MF,Crystal Palace, Premier League,29,1992,34,30,2531.0,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32.0,98.0,67.0,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17,63550,3304619,2
